"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.embedding_name","Input.clue","Input.word0","Input.word1","Input.word2","Input.word3","Input.word4","Input.word5","Input.word6","Input.word7","Input.word8","Input.word9","Input.word10","Input.word11","Input.word12","Input.word13","Input.word14","Input.word15","Input.word16","Input.word17","Input.word18","Input.word19","Answer.rank1","Answer.rank2","Answer.rank3","Answer.rank4","Approve","Reject"
"30QQTY5GNQKECDEFKDHB9X0XNFGU7N","3SC1WC0NS97QRB6RV0NZ09NV95JBOD","Codenames Research","Codenames Research","sentiment, text","$0.05","Sun Aug 23 16:07:11 PDT 2020","3","BatchId:291089;OriginalHitTemplateId:921587277;","3600","259200","Sun Aug 30 16:07:11 PDT 2020","","","3T111IHZ5KQTWO8LLIPS72ZZD1OR98","A36SP6892F5CYS","Submitted","Sun Aug 23 16:47:43 PDT 2020","Sun Aug 23 16:47:59 PDT 2020","Wed Aug 26 16:47:59 PDT 2020","","","","16","100% (2/2)","100% (2/2)","100% (2/2)","gloveWithHeuristicsTrial0","gigantic","dwarf","bison","bolt","beach","boom","egypt","field","mammoth","head","cell","scientist","nut","giant","mouse","well","crown","ivory","ham","fall","sink","giant","mammoth","bison","dwarf"
"32CXT5U15M3ICRJYUI9HNXWSYZN8UP","3SC1WC0NS97QRB6RV0NZ09NV95JBOD","Codenames Research","Codenames Research","sentiment, text","$0.05","Sun Aug 23 16:07:09 PDT 2020","3","BatchId:291089;OriginalHitTemplateId:921587277;","3600","259200","Sun Aug 30 16:07:09 PDT 2020","","","3MHW492WW6D0WF8WJBY7DLUMY68MVV","A36SP6892F5CYS","Submitted","Sun Aug 23 16:16:28 PDT 2020","Sun Aug 23 16:16:51 PDT 2020","Wed Aug 26 16:16:51 PDT 2020","","","","23","100% (2/2)","100% (2/2)","100% (2/2)","gloveWithHeuristicsTrial2","important","flute","egypt","thumb","board","march","fork","lemon","grass","jack","cold","circle","olympus","fan","point","round","well","ghost","ham","heart","luck","olympus","thumb","heart","noMoreRelatedWords"
"3HJ1EVZS3UJ4V2LBE7JGR51XBER3RO","3SC1WC0NS97QRB6RV0NZ09NV95JBOD","Codenames Research","Codenames Research","sentiment, text","$0.05","Sun Aug 23 16:07:12 PDT 2020","3","BatchId:291089;OriginalHitTemplateId:921587277;","3600","259200","Sun Aug 30 16:07:12 PDT 2020","","","3C8HJ7UOPDUH5ZD6K8NAYR7IMHEMZV","A36SP6892F5CYS","Submitted","Sun Aug 23 16:26:21 PDT 2020","Sun Aug 23 16:26:45 PDT 2020","Wed Aug 26 16:26:45 PDT 2020","","","","24","100% (2/2)","100% (2/2)","100% (2/2)","gloveWithHeuristicsTrial3","television","opera","egypt","bark","tag","africa","fire","pistol","spider","cloak","hood","jupiter","carrot","satellite","whip","bottle","snowman","boot","king","rose","charge","satellite","charge","boot","noMoreRelatedWords"
"3DW3BNF1HNIIP68YZ8JMJJYBC6W8VE","3SC1WC0NS97QRB6RV0NZ09NV95JBOD","Codenames Research","Codenames Research","sentiment, text","$0.05","Sun Aug 23 16:07:12 PDT 2020","3","BatchId:291089;OriginalHitTemplateId:921587277;","3600","259200","Sun Aug 30 16:07:12 PDT 2020","","","3VJ40NV2QON9JQPJRWD547V6WL7TO1","A36SP6892F5CYS","Submitted","Sun Aug 23 16:13:31 PDT 2020","Sun Aug 23 16:13:48 PDT 2020","Wed Aug 26 16:13:48 PDT 2020","","","","17","100% (2/2)","100% (2/2)","100% (2/2)","gloveWithHeuristicsTrial4","physician","tie","post","flute","boom","shadow","head","cloak","fish","scientist","figure","brush","phoenix","nurse","needle","foot","pirate","racket","ground","ruler","kid","nurse","scientist","needle","foot"
"3BKZLF9915Z5Z43ZQDN6C9N5OTJYQN","3SC1WC0NS97QRB6RV0NZ09NV95JBOD","Codenames Research","Codenames Research","sentiment, text","$0.05","Sun Aug 23 16:07:14 PDT 2020","3","BatchId:291089;OriginalHitTemplateId:921587277;","3600","259200","Sun Aug 30 16:07:14 PDT 2020","","","3SNVL38CIAS97I2T7IQM8GETOUXKCP","A36SP6892F5CYS","Submitted","Sun Aug 23 16:47:20 PDT 2020","Sun Aug 23 16:47:43 PDT 2020","Wed Aug 26 16:47:43 PDT 2020","","","","23","100% (2/2)","100% (2/2)","100% (2/2)","gloveWithHeuristicsTrial5","boy","flute","beach","robot","boom","india","march","africa","field","bug","change","parachute","turkey","pit","plate","whip","bottle","watch","key","torch","kid","kid","bug","change","noMoreRelatedWords"
"3MGHRFQY3RPHBBY09FTRX3WNBPM0YS","3SC1WC0NS97QRB6RV0NZ09NV95JBOD","Codenames Research","Codenames Research","sentiment, text","$0.05","Sun Aug 23 16:07:14 PDT 2020","3","BatchId:291089;OriginalHitTemplateId:921587277;","3600","259200","Sun Aug 30 16:07:14 PDT 2020","","","3TE3O857368IW4NM09ADXFRL7VER2G","A36SP6892F5CYS","Submitted","Sun Aug 23 16:14:39 PDT 2020","Sun Aug 23 16:15:44 PDT 2020","Wed Aug 26 16:15:44 PDT 2020","","","","65","100% (2/2)","100% (2/2)","100% (2/2)","gloveWithHeuristicsTrial6","mountain","piano","cross","pistol","mammoth","mercury","box","washer","grass","hood","jupiter","cat","torch","compound","greece","moon","fall","board","disease","alps","shoe","alps","grass","fall","noMoreRelatedWords"
"31GECDVAAPMA62A95LEGNDMLPIF66Z","3SC1WC0NS97QRB6RV0NZ09NV95JBOD","Codenames Research","Codenames Research","sentiment, text","$0.05","Sun Aug 23 16:07:14 PDT 2020","3","BatchId:291089;OriginalHitTemplateId:921587277;","3600","259200","Sun Aug 30 16:07:14 PDT 2020","","","323Q6SJS8OGP84LVSZDQ3UJ4TQLHFT","A36SP6892F5CYS","Submitted","Sun Aug 23 16:31:12 PDT 2020","Sun Aug 23 16:31:49 PDT 2020","Wed Aug 26 16:31:49 PDT 2020","","","","37","100% (2/2)","100% (2/2)","100% (2/2)","gloveWithHeuristicsTrial7","airplane","port","saturn","grass","cloak","fish","nut","server","pit","vacuum","well","pirate","spot","play","soul","unicorn","beijing","green","car","lock","jet","jet","pit","port","saturn"
"3X2LT8FDI2IV4V83PIOI5LHPJFY8WO","3SC1WC0NS97QRB6RV0NZ09NV95JBOD","Codenames Research","Codenames Research","sentiment, text","$0.05","Sun Aug 23 16:07:14 PDT 2020","3","BatchId:291089;OriginalHitTemplateId:921587277;","3600","259200","Sun Aug 30 16:07:14 PDT 2020","","","3Y54SXRO1RL4WV9GNIPE3DNVE7VTUE","A36SP6892F5CYS","Submitted","Sun Aug 23 16:32:52 PDT 2020","Sun Aug 23 16:33:20 PDT 2020","Wed Aug 26 16:33:20 PDT 2020","","","","28","100% (2/2)","100% (2/2)","100% (2/2)","gloveWithHeuristicsTrial8","crude","kangaroo","march","cold","amazon","robin","glove","brush","pyramid","suit","oil","ice","pan","pound","round","ghost","bomb","ruler","alps","shoe","game","oil","bomb","noMoreRelatedWords","noMoreRelatedWords"
"33K3E8REX2VATVDTZNK474VWSH48XH","3SC1WC0NS97QRB6RV0NZ09NV95JBOD","Codenames Research","Codenames Research","sentiment, text","$0.05","Sun Aug 23 16:07:14 PDT 2020","3","BatchId:291089;OriginalHitTemplateId:921587277;","3600","259200","Sun Aug 30 16:07:14 PDT 2020","","","3YMU66OBIT8VM4HQ3JJ8LFJGU5LHGS","A36SP6892F5CYS","Submitted","Sun Aug 23 16:32:14 PDT 2020","Sun Aug 23 16:32:52 PDT 2020","Wed Aug 26 16:32:52 PDT 2020","","","","38","100% (2/2)","100% (2/2)","100% (2/2)","gloveWithHeuristicsTrial9","silver","kangaroo","beach","field","pistol","march","casino","tap","glass","server","table","oil","point","nurse","lock","germany","gold","pipe","ivory","kid","drill","gold","ivory","pipe","pistol"
"3KI0JD2ZV7ITA2OEOVJ8TRMHKTZ67Y","3SC1WC0NS97QRB6RV0NZ09NV95JBOD","Codenames Research","Codenames Research","sentiment, text","$0.05","Sun Aug 23 16:07:14 PDT 2020","3","BatchId:291089;OriginalHitTemplateId:921587277;","3600","259200","Sun Aug 30 16:07:14 PDT 2020","","","3M68NM076N76E56NNBMGNS8XN0GR6X","A36SP6892F5CYS","Submitted","Sun Aug 23 16:30:38 PDT 2020","Sun Aug 23 16:30:51 PDT 2020","Wed Aug 26 16:30:51 PDT 2020","","","","13","100% (2/2)","100% (2/2)","100% (2/2)","word2vecWithHeuristicsTrial0","gigantic","dwarf","bison","bolt","beach","boom","egypt","field","mammoth","head","cell","scientist","nut","giant","mouse","well","crown","ivory","ham","fall","sink","giant","mammoth","bison","dwarf"
